epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,5007.15,0.59806,0.35442,0.86344,0.81928,0.8129,0.83747,0.62297,1.07783,0.62707,1.02576,0.000173375,0.000173375,0.000173375
89,5063.67,0.58608,0.35102,0.86146,0.80633,0.77224,0.84733,0.63463,1.06773,0.63018,1.02404,0.000161,0.000161,0.000161
90,5119.99,0.58115,0.34748,0.86165,0.8057,0.80335,0.85429,0.64129,1.07259,0.61374,1.02558,0.000148625,0.000148625,0.000148625
91,5193.65,0.54119,0.30296,0.8303,0.85123,0.76557,0.83344,0.61457,1.0796,0.62904,1.03227,0.00013625,0.00013625,0.00013625
92,5249.42,0.53166,0.29496,0.8265,0.85366,0.75659,0.85348,0.63948,1.08054,0.62388,1.03249,0.000123875,0.000123875,0.000123875
93,5305.35,0.52321,0.29356,0.8241,0.84548,0.76609,0.84967,0.64544,1.07682,0.61717,1.03151,0.0001115,0.0001115,0.0001115
94,5361.48,0.522,0.28826,0.82306,0.83058,0.83082,0.85858,0.64372,1.07406,0.61437,1.03174,9.9125e-05,9.9125e-05,9.9125e-05
95,5417.57,0.51868,0.28917,0.82447,0.82778,0.80147,0.85186,0.64584,1.07241,0.61602,1.02884,8.675e-05,8.675e-05,8.675e-05
96,5473.37,0.50611,0.28348,0.81796,0.81437,0.82614,0.85449,0.64576,1.07527,0.61198,1.02597,7.4375e-05,7.4375e-05,7.4375e-05
97,5529.38,0.50392,0.28141,0.82081,0.80265,0.84308,0.86595,0.65462,1.07785,0.6158,1.02778,6.2e-05,6.2e-05,6.2e-05
98,5585.37,0.50158,0.28326,0.82375,0.80258,0.84003,0.8608,0.64999,1.07687,0.61276,1.03012,4.9625e-05,4.9625e-05,4.9625e-05
